DATAFLOW,LAST UPDATE,freq,indic_em,sex,age,unit,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG,CONF_STATUS
ESTAT:TIPSLM100(1.0),13/03/25 23:00:00,Annual,Total employment (resident population concept - LFS),Total,From 20 to 64 years,Percentage of total population,Italy,2014,59.5,,
ESTAT:TIPSLM100(1.0),13/03/25 23:00:00,Annual,Total employment (resident population concept - LFS),Total,From 20 to 64 years,Percentage of total population,Italy,2015,60.2,,
ESTAT:TIPSLM100(1.0),13/03/25 23:00:00,Annual,Total employment (resident population concept - LFS),Total,From 20 to 64 years,Percentage of total population,Italy,2016,61.4,,
ESTAT:TIPSLM100(1.0),13/03/25 23:00:00,Annual,Total employment (resident population concept - LFS),Total,From 20 to 64 years,Percentage of total population,Italy,2017,62.3,,
ESTAT:TIPSLM100(1.0),13/03/25 23:00:00,Annual,Total employment (resident population concept - LFS),Total,From 20 to 64 years,Percentage of total population,Italy,2018,63.0,b,
ESTAT:TIPSLM100(1.0),13/03/25 23:00:00,Annual,Total employment (resident population concept - LFS),Total,From 20 to 64 years,Percentage of total population,Italy,2019,63.5,,
ESTAT:TIPSLM100(1.0),13/03/25 23:00:00,Annual,Total employment (resident population concept - LFS),Total,From 20 to 64 years,Percentage of total population,Italy,2020,61.9,,
ESTAT:TIPSLM100(1.0),13/03/25 23:00:00,Annual,Total employment (resident population concept - LFS),Total,From 20 to 64 years,Percentage of total population,Italy,2021,62.7,,
ESTAT:TIPSLM100(1.0),13/03/25 23:00:00,Annual,Total employment (resident population concept - LFS),Total,From 20 to 64 years,Percentage of total population,Italy,2022,64.8,,
ESTAT:TIPSLM100(1.0),13/03/25 23:00:00,Annual,Total employment (resident population concept - LFS),Total,From 20 to 64 years,Percentage of total population,Italy,2023,66.3,,
ESTAT:TIPSLM100(1.0),13/03/25 23:00:00,Annual,Total employment (resident population concept - LFS),Total,From 20 to 64 years,Percentage of total population,Italy,2024,67.1,,
ESTAT:TIPSLM100(1.0),13/03/25 23:00:00,Annual,Total employment (resident population concept - LFS),Total,From 20 to 64 years,Percentage of total population,Lithuania,2014,71.8,,
ESTAT:TIPSLM100(1.0),13/03/25 23:00:00,Annual,Total employment (resident population concept - LFS),Total,From 20 to 64 years,Percentage of total population,Lithuania,2015,73.3,,
ESTAT:TIPSLM100(1.0),13/03/25 23:00:00,Annual,Total employment (resident population concept - LFS),Total,From 20 to 64 years,Percentage of total population,Lithuania,2016,75.2,,
ESTAT:TIPSLM100(1.0),13/03/25 23:00:00,Annual,Total employment (resident population concept - LFS),Total,From 20 to 64 years,Percentage of total population,Lithuania,2017,76.0,,
ESTAT:TIPSLM100(1.0),13/03/25 23:00:00,Annual,Total employment (resident population concept - LFS),Total,From 20 to 64 years,Percentage of total population,Lithuania,2018,77.8,,
ESTAT:TIPSLM100(1.0),13/03/25 23:00:00,Annual,Total employment (resident population concept - LFS),Total,From 20 to 64 years,Percentage of total population,Lithuania,2019,78.2,,
ESTAT:TIPSLM100(1.0),13/03/25 23:00:00,Annual,Total employment (resident population concept - LFS),Total,From 20 to 64 years,Percentage of total population,Lithuania,2020,76.7,,
ESTAT:TIPSLM100(1.0),13/03/25 23:00:00,Annual,Total employment (resident population concept - LFS),Total,From 20 to 64 years,Percentage of total population,Lithuania,2021,77.4,,
ESTAT:TIPSLM100(1.0),13/03/25 23:00:00,Annual,Total employment (resident population concept - LFS),Total,From 20 to 64 years,Percentage of total population,Lithuania,2022,79.0,,
ESTAT:TIPSLM100(1.0),13/03/25 23:00:00,Annual,Total employment (resident population concept - LFS),Total,From 20 to 64 years,Percentage of total population,Lithuania,2023,78.5,,
ESTAT:TIPSLM100(1.0),13/03/25 23:00:00,Annual,Total employment (resident population concept - LFS),Total,From 20 to 64 years,Percentage of total population,Lithuania,2024,79.2,,
ESTAT:TIPSLM100(1.0),13/03/25 23:00:00,Annual,Total employment (resident population concept - LFS),Total,From 20 to 64 years,Percentage of total population,Luxembourg,2014,72.1,,
ESTAT:TIPSLM100(1.0),13/03/25 23:00:00,Annual,Total employment (resident population concept - LFS),Total,From 20 to 64 years,Percentage of total population,Luxembourg,2015,70.9,b,
ESTAT:TIPSLM100(1.0),13/03/25 23:00:00,Annual,Total employment (resident population concept - LFS),Total,From 20 to 64 years,Percentage of total population,Luxembourg,2016,70.7,,
ESTAT:TIPSLM100(1.0),13/03/25 23:00:00,Annual,Total employment (resident population concept - LFS),Total,From 20 to 64 years,Percentage of total population,Luxembourg,2017,71.5,,
ESTAT:TIPSLM100(1.0),13/03/25 23:00:00,Annual,Total employment (resident population concept - LFS),Total,From 20 to 64 years,Percentage of total population,Luxembourg,2018,72.1,,
ESTAT:TIPSLM100(1.0),13/03/25 23:00:00,Annual,Total employment (resident population concept - LFS),Total,From 20 to 64 years,Percentage of total population,Luxembourg,2019,72.8,,
ESTAT:TIPSLM100(1.0),13/03/25 23:00:00,Annual,Total employment (resident population concept - LFS),Total,From 20 to 64 years,Percentage of total population,Luxembourg,2020,72.1,,
ESTAT:TIPSLM100(1.0),13/03/25 23:00:00,Annual,Total employment (resident population concept - LFS),Total,From 20 to 64 years,Percentage of total population,Luxembourg,2021,74.1,,
ESTAT:TIPSLM100(1.0),13/03/25 23:00:00,Annual,Total employment (resident population concept - LFS),Total,From 20 to 64 years,Percentage of total population,Luxembourg,2022,74.8,,
ESTAT:TIPSLM100(1.0),13/03/25 23:00:00,Annual,Total employment (resident population concept - LFS),Total,From 20 to 64 years,Percentage of total population,Luxembourg,2023,74.8,,
ESTAT:TIPSLM100(1.0),13/03/25 23:00:00,Annual,Total employment (resident population concept - LFS),Total,From 20 to 64 years,Percentage of total population,Luxembourg,2024,74.2,,
ESTAT:TIPSLM100(1.0),13/03/25 23:00:00,Annual,Total employment (resident population concept - LFS),Total,From 20 to 64 years,Percentage of total population,Latvia,2014,70.6,,
ESTAT:TIPSLM100(1.0),13/03/25 23:00:00,Annual,Total employment (resident population concept - LFS),Total,From 20 to 64 years,Percentage of total population,Latvia,2015,72.5,,
ESTAT:TIPSLM100(1.0),13/03/25 23:00:00,Annual,Total employment (resident population concept - LFS),Total,From 20 to 64 years,Percentage of total population,Latvia,2016,73.0,,
ESTAT:TIPSLM100(1.0),13/03/25 23:00:00,Annual,Total employment (resident population concept - LFS),Total,From 20 to 64 years,Percentage of total population,Latvia,2017,74.6,,
ESTAT:TIPSLM100(1.0),13/03/25 23:00:00,Annual,Total employment (resident population concept - LFS),Total,From 20 to 64 years,Percentage of total population,Latvia,2018,76.8,,
ESTAT:TIPSLM100(1.0),13/03/25 23:00:00,Annual,Total employment (resident population concept - LFS),Total,From 20 to 64 years,Percentage of total population,Latvia,2019,77.3,,
ESTAT:TIPSLM100(1.0),13/03/25 23:00:00,Annual,Total employment (resident population concept - LFS),Total,From 20 to 64 years,Percentage of total population,Latvia,2020,76.9,,
ESTAT:TIPSLM100(1.0),13/03/25 23:00:00,Annual,Total employment (resident population concept - LFS),Total,From 20 to 64 years,Percentage of total population,Latvia,2021,75.3,,
ESTAT:TIPSLM100(1.0),13/03/25 23:00:00,Annual,Total employment (resident population concept - LFS),Total,From 20 to 64 years,Percentage of total population,Latvia,2022,77.0,,
ESTAT:TIPSLM100(1.0),13/03/25 23:00:00,Annual,Total employment (resident population concept - LFS),Total,From 20 to 64 years,Percentage of total population,Latvia,2023,77.5,,
ESTAT:TIPSLM100(1.0),13/03/25 23:00:00,Annual,Total employment (resident population concept - LFS),Total,From 20 to 64 years,Percentage of total population,Latvia,2024,77.4,,
ESTAT:TIPSLM100(1.0),13/03/25 23:00:00,Annual,Total employment (resident population concept - LFS),Total,From 20 to 64 years,Percentage of total population,Malta,2014,67.9,,
ESTAT:TIPSLM100(1.0),13/03/25 23:00:00,Annual,Total employment (resident population concept - LFS),Total,From 20 to 64 years,Percentage of total population,Malta,2015,69.0,,
ESTAT:TIPSLM100(1.0),13/03/25 23:00:00,Annual,Total employment (resident population concept - LFS),Total,From 20 to 64 years,Percentage of total population,Malta,2016,71.1,,
ESTAT:TIPSLM100(1.0),13/03/25 23:00:00,Annual,Total employment (resident population concept - LFS),Total,From 20 to 64 years,Percentage of total population,Malta,2017,73.0,,
ESTAT:TIPSLM100(1.0),13/03/25 23:00:00,Annual,Total employment (resident population concept - LFS),Total,From 20 to 64 years,Percentage of total population,Malta,2018,74.9,,
ESTAT:TIPSLM100(1.0),13/03/25 23:00:00,Annual,Total employment (resident population concept - LFS),Total,From 20 to 64 years,Percentage of total population,Malta,2019,75.6,,
ESTAT:TIPSLM100(1.0),13/03/25 23:00:00,Annual,Total employment (resident population concept - LFS),Total,From 20 to 64 years,Percentage of total population,Malta,2020,76.0,,
ESTAT:TIPSLM100(1.0),13/03/25 23:00:00,Annual,Total employment (resident population concept - LFS),Total,From 20 to 64 years,Percentage of total population,Malta,2021,77.8,,
ESTAT:TIPSLM100(1.0),13/03/25 23:00:00,Annual,Total employment (resident population concept - LFS),Total,From 20 to 64 years,Percentage of total population,Malta,2022,80.1,,
ESTAT:TIPSLM100(1.0),13/03/25 23:00:00,Annual,Total employment (resident population concept - LFS),Total,From 20 to 64 years,Percentage of total population,Malta,2023,81.3,,
ESTAT:TIPSLM100(1.0),13/03/25 23:00:00,Annual,Total employment (resident population concept - LFS),Total,From 20 to 64 years,Percentage of total population,Malta,2024,83.0,,
ESTAT:TIPSLM100(1.0),13/03/25 23:00:00,Annual,Total employment (resident population concept - LFS),Total,From 20 to 64 years,Percentage of total population,Netherlands,2014,76.3,,
ESTAT:TIPSLM100(1.0),13/03/25 23:00:00,Annual,Total employment (resident population concept - LFS),Total,From 20 to 64 years,Percentage of total population,Netherlands,2015,77.2,,
ESTAT:TIPSLM100(1.0),13/03/25 23:00:00,Annual,Total employment (resident population concept - LFS),Total,From 20 to 64 years,Percentage of total population,Netherlands,2016,77.9,,
ESTAT:TIPSLM100(1.0),13/03/25 23:00:00,Annual,Total employment (resident population concept - LFS),Total,From 20 to 64 years,Percentage of total population,Netherlands,2017,78.9,,
ESTAT:TIPSLM100(1.0),13/03/25 23:00:00,Annual,Total employment (resident population concept - LFS),Total,From 20 to 64 years,Percentage of total population,Netherlands,2018,80.0,,
ESTAT:TIPSLM100(1.0),13/03/25 23:00:00,Annual,Total employment (resident population concept - LFS),Total,From 20 to 64 years,Percentage of total population,Netherlands,2019,81.0,,
ESTAT:TIPSLM100(1.0),13/03/25 23:00:00,Annual,Total employment (resident population concept - LFS),Total,From 20 to 64 years,Percentage of total population,Netherlands,2020,80.8,,
ESTAT:TIPSLM100(1.0),13/03/25 23:00:00,Annual,Total employment (resident population concept - LFS),Total,From 20 to 64 years,Percentage of total population,Netherlands,2021,81.7,,
ESTAT:TIPSLM100(1.0),13/03/25 23:00:00,Annual,Total employment (resident population concept - LFS),Total,From 20 to 64 years,Percentage of total population,Netherlands,2022,82.9,,
ESTAT:TIPSLM100(1.0),13/03/25 23:00:00,Annual,Total employment (resident population concept - LFS),Total,From 20 to 64 years,Percentage of total population,Netherlands,2023,83.5,,
ESTAT:TIPSLM100(1.0),13/03/25 23:00:00,Annual,Total employment (resident population concept - LFS),Total,From 20 to 64 years,Percentage of total population,Netherlands,2024,83.5,,
ESTAT:TIPSLM100(1.0),13/03/25 23:00:00,Annual,Total employment (resident population concept - LFS),Total,From 20 to 64 years,Percentage of total population,Poland,2014,64.9,,
ESTAT:TIPSLM100(1.0),13/03/25 23:00:00,Annual,Total employment (resident population concept - LFS),Total,From 20 to 64 years,Percentage of total population,Poland,2015,66.3,,
ESTAT:TIPSLM100(1.0),13/03/25 23:00:00,Annual,Total employment (resident population concept - LFS),Total,From 20 to 64 years,Percentage of total population,Poland,2016,68.2,,
ESTAT:TIPSLM100(1.0),13/03/25 23:00:00,Annual,Total employment (resident population concept - LFS),Total,From 20 to 64 years,Percentage of total population,Poland,2017,70.0,,
ESTAT:TIPSLM100(1.0),13/03/25 23:00:00,Annual,Total employment (resident population concept - LFS),Total,From 20 to 64 years,Percentage of total population,Poland,2018,71.4,,
ESTAT:TIPSLM100(1.0),13/03/25 23:00:00,Annual,Total employment (resident population concept - LFS),Total,From 20 to 64 years,Percentage of total population,Poland,2019,72.6,b,
ESTAT:TIPSLM100(1.0),13/03/25 23:00:00,Annual,Total employment (resident population concept - LFS),Total,From 20 to 64 years,Percentage of total population,Poland,2020,72.8,,
ESTAT:TIPSLM100(1.0),13/03/25 23:00:00,Annual,Total employment (resident population concept - LFS),Total,From 20 to 64 years,Percentage of total population,Poland,2021,75.5,,
ESTAT:TIPSLM100(1.0),13/03/25 23:00:00,Annual,Total employment (resident population concept - LFS),Total,From 20 to 64 years,Percentage of total population,Poland,2022,76.7,,
ESTAT:TIPSLM100(1.0),13/03/25 23:00:00,Annual,Total employment (resident population concept - LFS),Total,From 20 to 64 years,Percentage of total population,Poland,2023,77.9,,
ESTAT:TIPSLM100(1.0),13/03/25 23:00:00,Annual,Total employment (resident population concept - LFS),Total,From 20 to 64 years,Percentage of total population,Poland,2024,78.4,,
ESTAT:TIPSLM100(1.0),13/03/25 23:00:00,Annual,Total employment (resident population concept - LFS),Total,From 20 to 64 years,Percentage of total population,Portugal,2014,66.1,,
ESTAT:TIPSLM100(1.0),13/03/25 23:00:00,Annual,Total employment (resident population concept - LFS),Total,From 20 to 64 years,Percentage of total population,Portugal,2015,67.9,,
ESTAT:TIPSLM100(1.0),13/03/25 23:00:00,Annual,Total employment (resident population concept - LFS),Total,From 20 to 64 years,Percentage of total population,Portugal,2016,69.5,,
ESTAT:TIPSLM100(1.0),13/03/25 23:00:00,Annual,Total employment (resident population concept - LFS),Total,From 20 to 64 years,Percentage of total population,Portugal,2017,72.5,,
ESTAT:TIPSLM100(1.0),13/03/25 23:00:00,Annual,Total employment (resident population concept - LFS),Total,From 20 to 64 years,Percentage of total population,Portugal,2018,74.6,,
ESTAT:TIPSLM100(1.0),13/03/25 23:00:00,Annual,Total employment (resident population concept - LFS),Total,From 20 to 64 years,Percentage of total population,Portugal,2019,75.4,,
ESTAT:TIPSLM100(1.0),13/03/25 23:00:00,Annual,Total employment (resident population concept - LFS),Total,From 20 to 64 years,Percentage of total population,Portugal,2020,73.9,,
ESTAT:TIPSLM100(1.0),13/03/25 23:00:00,Annual,Total employment (resident population concept - LFS),Total,From 20 to 64 years,Percentage of total population,Portugal,2021,75.5,,
ESTAT:TIPSLM100(1.0),13/03/25 23:00:00,Annual,Total employment (resident population concept - LFS),Total,From 20 to 64 years,Percentage of total population,Portugal,2022,77.1,,
ESTAT:TIPSLM100(1.0),13/03/25 23:00:00,Annual,Total employment (resident population concept - LFS),Total,From 20 to 64 years,Percentage of total population,Portugal,2023,78.0,,
ESTAT:TIPSLM100(1.0),13/03/25 23:00:00,Annual,Total employment (resident population concept - LFS),Total,From 20 to 64 years,Percentage of total population,Portugal,2024,78.5,,
ESTAT:TIPSLM100(1.0),13/03/25 23:00:00,Annual,Total employment (resident population concept - LFS),Total,From 20 to 64 years,Percentage of total population,Romania,2014,58.0,,
ESTAT:TIPSLM100(1.0),13/03/25 23:00:00,Annual,Total employment (resident population concept - LFS),Total,From 20 to 64 years,Percentage of total population,Romania,2015,59.2,,
ESTAT:TIPSLM100(1.0),13/03/25 23:00:00,Annual,Total employment (resident population concept - LFS),Total,From 20 to 64 years,Percentage of total population,Romania,2016,60.3,,
ESTAT:TIPSLM100(1.0),13/03/25 23:00:00,Annual,Total employment (resident population concept - LFS),Total,From 20 to 64 years,Percentage of total population,Romania,2017,62.7,,
ESTAT:TIPSLM100(1.0),13/03/25 23:00:00,Annual,Total employment (resident population concept - LFS),Total,From 20 to 64 years,Percentage of total population,Romania,2018,63.9,,
ESTAT:TIPSLM100(1.0),13/03/25 23:00:00,Annual,Total employment (resident population concept - LFS),Total,From 20 to 64 years,Percentage of total population,Romania,2019,65.1,,
ESTAT:TIPSLM100(1.0),13/03/25 23:00:00,Annual,Total employment (resident population concept - LFS),Total,From 20 to 64 years,Percentage of total population,Romania,2020,65.2,,
ESTAT:TIPSLM100(1.0),13/03/25 23:00:00,Annual,Total employment (resident population concept - LFS),Total,From 20 to 64 years,Percentage of total population,Romania,2021,67.1,,
ESTAT:TIPSLM100(1.0),13/03/25 23:00:00,Annual,Total employment (resident population concept - LFS),Total,From 20 to 64 years,Percentage of total population,Romania,2022,68.5,,
ESTAT:TIPSLM100(1.0),13/03/25 23:00:00,Annual,Total employment (resident population concept - LFS),Total,From 20 to 64 years,Percentage of total population,Romania,2023,68.7,,
ESTAT:TIPSLM100(1.0),13/03/25 23:00:00,Annual,Total employment (resident population concept - LFS),Total,From 20 to 64 years,Percentage of total population,Romania,2024,69.5,,
ESTAT:TIPSLM100(1.0),13/03/25 23:00:00,Annual,Total employment (resident population concept - LFS),Total,From 20 to 64 years,Percentage of total population,Sweden,2014,79.6,,
ESTAT:TIPSLM100(1.0),13/03/25 23:00:00,Annual,Total employment (resident population concept - LFS),Total,From 20 to 64 years,Percentage of total population,Sweden,2015,80.1,,
ESTAT:TIPSLM100(1.0),13/03/25 23:00:00,Annual,Total employment (resident population concept - LFS),Total,From 20 to 64 years,Percentage of total population,Sweden,2016,80.8,,
ESTAT:TIPSLM100(1.0),13/03/25 23:00:00,Annual,Total employment (resident population concept - LFS),Total,From 20 to 64 years,Percentage of total population,Sweden,2017,81.4,,
ESTAT:TIPSLM100(1.0),13/03/25 23:00:00,Annual,Total employment (resident population concept - LFS),Total,From 20 to 64 years,Percentage of total population,Sweden,2018,82.0,,
ESTAT:TIPSLM100(1.0),13/03/25 23:00:00,Annual,Total employment (resident population concept - LFS),Total,From 20 to 64 years,Percentage of total population,Sweden,2019,81.7,,
ESTAT:TIPSLM100(1.0),13/03/25 23:00:00,Annual,Total employment (resident population concept - LFS),Total,From 20 to 64 years,Percentage of total population,Sweden,2020,80.2,,
ESTAT:TIPSLM100(1.0),13/03/25 23:00:00,Annual,Total employment (resident population concept - LFS),Total,From 20 to 64 years,Percentage of total population,Sweden,2021,80.4,,
ESTAT:TIPSLM100(1.0),13/03/25 23:00:00,Annual,Total employment (resident population concept - LFS),Total,From 20 to 64 years,Percentage of total population,Sweden,2022,82.0,,
ESTAT:TIPSLM100(1.0),13/03/25 23:00:00,Annual,Total employment (resident population concept - LFS),Total,From 20 to 64 years,Percentage of total population,Sweden,2023,82.6,,
ESTAT:TIPSLM100(1.0),13/03/25 23:00:00,Annual,Total employment (resident population concept - LFS),Total,From 20 to 64 years,Percentage of total population,Sweden,2024,81.9,,
ESTAT:TIPSLM100(1.0),13/03/25 23:00:00,Annual,Total employment (resident population concept - LFS),Total,From 20 to 64 years,Percentage of total population,Slovenia,2014,67.3,,
ESTAT:TIPSLM100(1.0),13/03/25 23:00:00,Annual,Total employment (resident population concept - LFS),Total,From 20 to 64 years,Percentage of total population,Slovenia,2015,68.6,,
ESTAT:TIPSLM100(1.0),13/03/25 23:00:00,Annual,Total employment (resident population concept - LFS),Total,From 20 to 64 years,Percentage of total population,Slovenia,2016,69.5,,
ESTAT:TIPSLM100(1.0),13/03/25 23:00:00,Annual,Total employment (resident population concept - LFS),Total,From 20 to 64 years,Percentage of total population,Slovenia,2017,72.9,,
ESTAT:TIPSLM100(1.0),13/03/25 23:00:00,Annual,Total employment (resident population concept - LFS),Total,From 20 to 64 years,Percentage of total population,Slovenia,2018,74.9,,
ESTAT:TIPSLM100(1.0),13/03/25 23:00:00,Annual,Total employment (resident population concept - LFS),Total,From 20 to 64 years,Percentage of total population,Slovenia,2019,75.9,,
ESTAT:TIPSLM100(1.0),13/03/25 23:00:00,Annual,Total employment (resident population concept - LFS),Total,From 20 to 64 years,Percentage of total population,Slovenia,2020,74.8,,
ESTAT:TIPSLM100(1.0),13/03/25 23:00:00,Annual,Total employment (resident population concept - LFS),Total,From 20 to 64 years,Percentage of total population,Slovenia,2021,76.1,,
ESTAT:TIPSLM100(1.0),13/03/25 23:00:00,Annual,Total employment (resident population concept - LFS),Total,From 20 to 64 years,Percentage of total population,Slovenia,2022,77.9,,
ESTAT:TIPSLM100(1.0),13/03/25 23:00:00,Annual,Total employment (resident population concept - LFS),Total,From 20 to 64 years,Percentage of total population,Slovenia,2023,77.5,,
ESTAT:TIPSLM100(1.0),13/03/25 23:00:00,Annual,Total employment (resident population concept - LFS),Total,From 20 to 64 years,Percentage of total population,Slovenia,2024,78.3,,
ESTAT:TIPSLM100(1.0),13/03/25 23:00:00,Annual,Total employment (resident population concept - LFS),Total,From 20 to 64 years,Percentage of total population,Slovakia,2014,67.8,,
ESTAT:TIPSLM100(1.0),13/03/25 23:00:00,Annual,Total employment (resident population concept - LFS),Total,From 20 to 64 years,Percentage of total population,Slovakia,2015,69.6,,
ESTAT:TIPSLM100(1.0),13/03/25 23:00:00,Annual,Total employment (resident population concept - LFS),Total,From 20 to 64 years,Percentage of total population,Slovakia,2016,71.8,,
ESTAT:TIPSLM100(1.0),13/03/25 23:00:00,Annual,Total employment (resident population concept - LFS),Total,From 20 to 64 years,Percentage of total population,Slovakia,2017,73.2,,
ESTAT:TIPSLM100(1.0),13/03/25 23:00:00,Annual,Total employment (resident population concept - LFS),Total,From 20 to 64 years,Percentage of total population,Slovakia,2018,74.5,,
ESTAT:TIPSLM100(1.0),13/03/25 23:00:00,Annual,Total employment (resident population concept - LFS),Total,From 20 to 64 years,Percentage of total population,Slovakia,2019,75.6,,
ESTAT:TIPSLM100(1.0),13/03/25 23:00:00,Annual,Total employment (resident population concept - LFS),Total,From 20 to 64 years,Percentage of total population,Slovakia,2020,74.6,,
ESTAT:TIPSLM100(1.0),13/03/25 23:00:00,Annual,Total employment (resident population concept - LFS),Total,From 20 to 64 years,Percentage of total population,Slovakia,2021,74.6,,
ESTAT:TIPSLM100(1.0),13/03/25 23:00:00,Annual,Total employment (resident population concept - LFS),Total,From 20 to 64 years,Percentage of total population,Slovakia,2022,76.7,,
ESTAT:TIPSLM100(1.0),13/03/25 23:00:00,Annual,Total employment (resident population concept - LFS),Total,From 20 to 64 years,Percentage of total population,Slovakia,2023,77.5,,
ESTAT:TIPSLM100(1.0),13/03/25 23:00:00,Annual,Total employment (resident population concept - LFS),Total,From 20 to 64 years,Percentage of total population,Slovakia,2024,78.1,,
